Model,Average ⬆️,Submission Date,Hub License,Type,#Params (B),rebuilt
lemon07r/Gemma-2-Ataraxy-v4-Advanced-9B,33.40277377153587,2024-10-14,,🤝 base merges and moerges,10.159,77.61904761904762
lemon07r/Gemma-2-Ataraxy-v4b-9B,33.46834927886008,2024-10-22,,🔶 fine-tuned on domain-specific datasets,10.159,78.85893980233601
lemon07r/Gemma-2-Ataraxy-v4c-9B,33.406962694028415,2024-10-16,,🤝 base merges and moerges,10.159,82.51572327044025
lemon07r/Llama-3-RedMagic4-8B,19.430990497953943,2024-06-26,llama3,🔶 fine-tuned on domain-specific datasets,8.03,47.69991015274034
lemon07r/llama-3-NeuralMahou-8b,19.846074213837827,2024-06-26,llama3,🔶 fine-tuned on domain-specific datasets,8.03,48.90386343216531
lightblue/suzume-llama-3-8B-multilingual,23.98630635028447,2024-07-30,other,🔶 fine-tuned on domain-specific datasets,8.03,53.56693620844565
lightblue/suzume-llama-3-8B-multilingual-orpo-borda-half,21.50979670721306,2024-06-29,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,41.05121293800539
lightblue/suzume-llama-3-8B-multilingual-orpo-borda-top25,23.684768112420983,2024-06-29,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,48.90386343216531
lkoenig/BBAI_200_Gemma,5.086148057258666,2025-02-26,,🤝 base merges and moerges,19.3,17.061994609164422
lkoenig/BBAI_456_QwenKoen,29.811925443075086,2025-03-01,,🤝 base merges and moerges,7.616,76.81940700808626
lkoenig/BBAI_7B_KoenQwenDyan,32.02495361134858,2025-03-08,,🤝 base merges and moerges,7.616,79.86522911051213
lkoenig/BBAI_7B_Qwen2.5koen,29.836311993118755,2025-03-01,,🤝 base merges and moerges,7.616,76.73854447439354
lkoenig/BBAI_7B_QwenDyanKoenLo,30.01758177649708,2025-03-08,,🤝 base merges and moerges,7.616,77.17879604672056
llmat/Mistral-v0.3-7B-ORPO,12.399290010550857,2024-09-02,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.248,25.318957771787957
llmat/Mistral-v0.3-7B-ORPO,12.024321589275658,2024-08-06,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.248,25.318957771787957
magnifi/Phi3_intent_v56_3_w_unknown_5_lr_0.002,7.1244683931064765,2025-03-10,apache-2.0,🔶 fine-tuned on domain-specific datasets,3.821,21.59928122192273
maldv/badger-lambda-llama-3-8b,20.943850248259498,2024-06-26,cc-by-nc-4.0,🤝 base merges and moerges,8.03,50.35040431266845
marcuscedricridia/Hush-Qwen2.5-7B-MST,33.66195961349608,2025-03-09,,🤝 base merges and moerges,7.613,73.73764600179695
marcuscedricridia/Hush-Qwen2.5-7B-MST-v1.3,35.73029750670216,2025-03-09,,🤝 base merges and moerges,7.613,81.44654088050315
marcuscedricridia/Hush-Qwen2.5-7B-Preview,35.12716296399811,2025-03-07,,🤝 base merges and moerges,7.613,81.93171608265949
marcuscedricridia/Hush-Qwen2.5-7B-RP-v1.4-1M,33.31791936262957,2025-03-10,,🤝 base merges and moerges,7.613,78.29290206648697
marcuscedricridia/Hush-Qwen2.5-7B-v1.1,35.47835434931775,2025-03-08,,🤝 base merges and moerges,7.613,80.07187780772686
marcuscedricridia/Hush-Qwen2.5-7B-v1.3,33.93143365739242,2025-03-08,,🤝 base merges and moerges,7.613,79.64061096136568
marcuscedricridia/Qwen2.5-7B-Preview,33.62064174853305,2025-03-09,,"💬 chat models (RLHF, DPO, IFT, ...)",7.613,78.77807726864332
marcuscedricridia/Yell-Qwen2.5-7B-Preview-v1.1,26.093952629179142,2025-03-08,,🤝 base merges and moerges,7.613,64.15094339622641
mattshumer/Reflection-Llama-3.1-70B,24.392555308681647,2024-12-25,llama3.1,🔶 fine-tuned on domain-specific datasets,70.554,70.80862533692724
meditsolutions/Llama-3.2-SUN-1B-chat,13.641365564259702,2024-11-07,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",1.498,29.137466307277627
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,8.193102548827737,2024-10-05,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",2.209,25.480682839173408
meditsolutions/Llama-3.2-SUN-2.5B-chat,13.98771014319157,2024-10-26,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",2.472,25.004492362982933
meta-llama/Llama-2-13b-hf,11.065185981273997,2024-06-12,llama2,🟢 pretrained,13.016,26.36118598382749
meta-llama/Llama-2-70b-chat-hf,13.073695775827504,2024-06-12,llama2,"💬 chat models (RLHF, DPO, IFT, ...)",68.977,26.325247079964058
meta-llama/Llama-2-70b-hf,18.372598605703004,2024-06-12,llama2,🟢 pretrained,68.977,51.22192273135669
meta-llama/Llama-2-7b-chat-hf,9.609483264152257,2024-08-30,llama2,🟢 pretrained,6.738,20.898472596585805
meta-llama/Llama-3.1-70B,26.200215843375947,2024-07-23,llama3.1,🟢 pretrained,70.554,73.75561545372867
meta-llama/Llama-3.1-70B-Instruct,43.409948245645786,2024-08-15,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,80.07187780772686
meta-llama/Llama-3.1-8B-Instruct,23.763729445470883,2025-02-06,llama3.1,🟢 pretrained,8.03,62.11141060197664
meta-llama/Llama-3.2-1B,4.195140014045501,2024-09-23,llama3.2,🟢 pretrained,1.24,8.283917340521114
meta-llama/Llama-3.2-3B-Instruct,24.204650807793456,2024-09-27,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",3.213,46.51392632524708
meta-llama/Meta-Llama-3-70B,26.705350171613343,2024-06-12,llama3,🟢 pretrained,70.554,74.03414195867025
meta-llama/Meta-Llama-3-70B-Instruct,36.37222412927012,2024-06-12,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,79.76639712488769
meta-llama/Meta-Llama-3-8B-Instruct,23.90873569393684,2024-06-12,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,48.63432165318958
meta-llama/Meta-Llama-3-8B-Instruct,20.609159446025878,2024-07-08,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,48.63432165318958
microsoft/Phi-3-medium-128k-instruct,32.026356176108685,2024-08-21,mit,"💬 chat models (RLHF, DPO, IFT, ...)",13.96,77.18778077268644
microsoft/Phi-3-medium-4k-instruct,33.09765943937642,2024-06-12,mit,"💬 chat models (RLHF, DPO, IFT, ...)",13.96,80.26055705300989
microsoft/Phi-3-mini-128k-instruct,26.34380993186564,2024-08-21,mit,"💬 chat models (RLHF, DPO, IFT, ...)",3.821,64.55525606469003
microsoft/Phi-4-mini-instruct,29.412433568419846,2025-02-28,mit,"💬 chat models (RLHF, DPO, IFT, ...)",3.836,70.84456424079065
microsoft/phi-1,5.574318195377169,2024-06-13,mit,🟢 pretrained,1.418,13.935309973045824
microsoft/phi-1_5,7.170966845799231,2024-06-09,mit,🟢 pretrained,1.418,18.81401617250674
microsoft/phi-4,29.48341679122318,2025-01-08,mit,🟢 pretrained,14.66,79.40700808625337
microsoft/phi-4,30.35812781134617,2025-01-08,mit,"💬 chat models (RLHF, DPO, IFT, ...)",14.66,79.40700808625337
migtissera/Tess-3-Mistral-Nemo-12B,16.720173026027776,2024-09-16,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,40.512129380053906
minghaowu/Qwen1.5-1.8B-OpenHermes-2.5,8.684751175879422,2024-09-12,,"💬 chat models (RLHF, DPO, IFT, ...)",1.837,24.72596585804133
mistral-community/Mixtral-8x22B-v0.1,16.827390145446955,,apache-2.0,❓ other,0.0,47.87061994609164
mistralai/Codestral-22B-v0.1,23.27991740686463,2024-09-28,other,🟢 pretrained,22.247,58.61635220125786
mistralai/Mistral-7B-Instruct-v0.1,12.771229395030618,2024-06-27,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,27.4303683737646
mistralai/Mistral-7B-Instruct-v0.3,19.225098776905867,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.248,41.60826594788858
mistralai/Mistral-Large-Instruct-2411,46.524214355965,2024-11-19,other,"💬 chat models (RLHF, DPO, IFT, ...)",122.61,83.43216531895776
mistralai/Mistral-Nemo-Instruct-2407,24.66559994130468,2024-08-29,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",12.248,49.82030548068283
mistralai/Mistral-Small-Instruct-2409,26.26274897641828,2024-09-19,other,"💬 chat models (RLHF, DPO, IFT, ...)",22.05,64.02515723270442
mistralai/Mistral-Small-Instruct-2409,29.918947504475216,2024-09-25,other,🔶 fine-tuned on domain-specific datasets,22.247,64.02515723270442
mistralai/Mixtral-8x22B-Instruct-v0.1,33.88568028808198,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",140.621,83.93530997304582
mistralai/Mixtral-8x22B-v0.1,25.74093627522265,2024-06-12,apache-2.0,🟢 pretrained,140.621,70.16172506738543
mistralai/Mixtral-8x7B-v0.1,19.56528101279984,2024-08-20,apache-2.0,🟢 pretrained,46.703,58.49955076370171
mistralai/Mixtral-8x7B-v0.1,19.665108918316083,2024-06-27,apache-2.0,🔶 fine-tuned on domain-specific datasets,46.703,58.49955076370171
mkurman/llama-3.2-MEDIT-3B-o1,17.028893537984814,2025-01-07,llama3.2,🔶 fine-tuned on domain-specific datasets,3.607,37.56513926325247
mkurman/phi-4-MedIT-11B-exp-1,24.60723512531726,2025-01-10,,🔶 fine-tuned on domain-specific datasets,11.514,60.04492362982929
mkxu/llama-3-8b-po1,19.767002191701756,2024-11-29,,🔶 fine-tuned on domain-specific datasets,8.03,48.867924528301884
mlabonne/BigQwen2.5-52B-Instruct,43.55000484859215,2024-09-25,apache-2.0,🤝 base merges and moerges,52.268,81.95867026055707
mlabonne/ChimeraLlama-3-8B-v2,20.120505180125026,2024-08-25,other,🤝 base merges and moerges,8.03,49.40700808625336
mlabonne/OrpoLlama-3-8B,15.157036730116474,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,33.61185983827493
mlabonne/phixtral-2x2_8,15.553113591688318,2024-06-12,mit,🤝 base merges and moerges,4.458,31.383647798742135
mlx-community/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1-float32,9.708088086359409,2025-01-07,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",0.494,18.454627133872417
mlx-community/Mistral-Small-24B-Instruct-2501-bf16,38.66942426997438,2025-02-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.572,90.69182389937107
mmnga/Llama-3-70B-japanese-suzume-vector-v0.1,30.38004447303165,2024-09-19,llama3,🔶 fine-tuned on domain-specific datasets,70.554,71.94070080862534
mobiuslabsgmbh/DeepSeek-R1-ReDistill-Llama3-8B-v1.1,15.806892418961333,2025-02-16,mit,🔶 fine-tuned on domain-specific datasets,8.03,36.99011680143756
mobiuslabsgmbh/DeepSeek-R1-ReDistill-Qwen-7B-v1.1,17.737904923149653,2025-02-16,mit,🔶 fine-tuned on domain-specific datasets,7.616,42.102425876010784
monsterapi/Llama-3_1-8B-Instruct-orca-ORPO,4.832138103419669,2024-08-30,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",16.061,8.724168912848159
monsterapi/gemma-2-2b-LoRA-MonsterInstruct,12.519872991689503,2024-08-05,gemma,🔶 fine-tuned on domain-specific datasets,2.614,27.169811320754718
mukaj/Llama-3.1-Hawkish-8B,26.581501102977555,2024-12-18,other,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,51.19496855345912
natong19/Mistral-Nemo-Instruct-2407-abliterated,25.01762542054813,2024-09-21,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,54.23180592991913
natong19/Qwen2-7B-Instruct-abliterated,28.51534160052497,2024-07-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,64.80682839173404
nazimali/Mistral-Nemo-Kurdish-Instruct,18.555957634452803,2024-10-14,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,40.6199460916442
nazimali/Mistral-Nemo-Kurdish-Instruct,19.94862211656385,2024-10-14,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,40.6199460916442
nbeerbower/Dumpling-Qwen2.5-1.5B,15.625094396198312,2025-01-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.544,34.24977538185085
nbeerbower/Dumpling-Qwen2.5-14B,34.79872132286164,2025-02-15,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.77,80.38634321653188
nbeerbower/Gemma2-Gutenberg-Doppel-9B,32.54244427540016,2024-10-01,gemma,🔶 fine-tuned on domain-specific datasets,9.242,74.07906558849956
nbeerbower/Gutensuppe-mistral-nemo-12B,22.29422199063106,2024-09-03,,🔶 fine-tuned on domain-specific datasets,12.248,64.35759209344116
nbeerbower/Hermes2-Gutenberg2-Mistral-7B,19.363860758860653,2024-10-01,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.242,52.20125786163522
nbeerbower/Llama-3.1-Nemotron-lorablated-70B,40.87645031021374,2024-11-27,llama3.1,🔶 fine-tuned on domain-specific datasets,70.554,73.28840970350404
nbeerbower/Mahou-1.5-mistral-nemo-12B-lorablated,27.050923083044733,2024-10-19,apache-2.0,🤝 base merges and moerges,12.248,63.10871518418688
nbeerbower/Mistral-Gutenberg-Doppel-7B-FFT,18.33827572865676,2024-11-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.242,42.47978436657682
nbeerbower/Mistral-Nemo-Moderne-12B-FFT-experimental,18.119465502148437,2024-11-26,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,40.90745732255166
nbeerbower/Mistral-Nemo-Prism-12B,27.924007108863105,2024-11-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,68.57142857142858
nbeerbower/Mistral-Nemo-Prism-12B-v2,28.07046513725069,2024-11-26,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,68.56244384546272
nbeerbower/Mistral-Small-Drummer-22B,29.819408797614734,2024-10-01,other,🔶 fine-tuned on domain-specific datasets,22.247,74.15094339622641
nbeerbower/Mistral-Small-Gutenberg-Doppel-22B,27.972039733086746,2024-09-25,other,🔶 fine-tuned on domain-specific datasets,22.247,71.31176999101528
nbeerbower/Qwen2.5-Gutenberg-Doppel-14B,41.327794892427,2024-11-11,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.77,70.64690026954177
nbeerbower/Stella-mistral-nemo-12B-v2,22.49330971799377,2024-09-14,,🔶 fine-tuned on domain-specific datasets,12.248,64.7079964061096
nbeerbower/gemma2-gutenberg-27B,10.4236638747709,2024-09-23,gemma,🔶 fine-tuned on domain-specific datasets,27.227,25.238095238095237
nbeerbower/gemma2-gutenberg-9B,23.719246452807734,2024-08-03,gemma,🔶 fine-tuned on domain-specific datasets,9.242,63.96226415094339
nbeerbower/mistral-nemo-cc-12B,17.20341027317436,2024-09-14,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,51.985624438454636
nbeerbower/mistral-nemo-gutenberg-12B-v3,19.290512133580638,2024-09-03,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,56.90026954177898
nbeerbower/mistral-nemo-gutenberg2-12B-test,20.97057995062581,2024-09-25,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,58.751123090745736
nbeerbower/mistral-nemo-kartoffel-12B,28.21995794267338,2025-01-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,68.6522911051213
nbeerbower/mistral-nemo-wissenschaft-12B,25.50992586494861,2024-08-30,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",12.248,58.58939802336028
necva/IE-cont-Llama3.1-8B,5.093186530380667,2025-03-06,mit,🔶 fine-tuned on domain-specific datasets,8.03,11.168014375561546
neopolita/jessi-v0.1-bf16-falcon3-7b-instruct,34.92479232482063,2025-01-08,,🤝 base merges and moerges,7.456,82.06648697214735
neopolita/jessi-v0.1-qwen2.5-7b-instruct,32.77563297433888,2025-01-26,apache-2.0,🤝 base merges and moerges,7.616,77.97843665768194
neopolita/jessi-v0.2-falcon3-10b-instruct,34.10450143941555,2025-01-21,,🤝 base merges and moerges,10.306,83.15363881401616
neopolita/jessi-v0.2-falcon3-7b-instruct,29.040362033793667,2025-01-08,other,🤝 base merges and moerges,7.456,74.40251572327044
netcat420/DeepSeek-R1-MFANN-TIES-unretrained-7b,5.947003320776368,2025-01-22,,🤝 base merges and moerges,7.616,13.719676549865229
netcat420/MFANN-Llama3.1-Abliterated-SLERP-TIES-V3,19.222030340557662,2024-11-26,,🔶 fine-tuned on domain-specific datasets,8.03,48.176100628930826
netcat420/MFANN-Llama3.1-Abliterated-Slerp-TIES,19.24800486274757,2024-10-29,,🤝 base merges and moerges,8.03,46.585804132973934
netcat420/MFANN-Llama3.1-Abliterated-Slerp-V3.2,19.05371896057877,2024-10-29,,🤝 base merges and moerges,8.03,46.37915543575921
netcat420/MFANN-llama3.1-abliterated-v2,19.77111132997354,2024-10-07,,🤝 base merges and moerges,8.03,48.58041329739442
netcat420/MFANN-phigments-slerp-V3.3,17.167734327311486,2025-02-06,,🤝 base merges and moerges,2.78,37.430368373764594
netcat420/Qwen2.5-Coder-Scholar-7B-Abliterated-MFANN,25.39674192004996,2025-01-01,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,53.539982030548074
netcat420/Qwen2.5-DeepSeek-R1-MFANN-Slerp-7b,8.630087573410409,2025-01-23,,🤝 base merges and moerges,7.616,17.628032345013477
netcat420/qwen2.5-MFANN-7b-SLERPv1.1,27.982247626031956,2025-02-03,,🤝 base merges and moerges,7.616,61.06019766397125
newsbang/Homer-v1.0-Qwen2.5-72B,47.464376408361055,2024-12-16,apache-2.0,🔶 fine-tuned on domain-specific datasets,72.706,96.91823899371069
newsbang/Homer-v1.0-Qwen2.5-7B,32.62357604568507,2024-12-04,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,80.16172506738545
nhyha/N3N_gemma-2-9b-it_20241110_2026,29.119584296103525,2024-11-12,gemma,🔶 fine-tuned on domain-specific datasets,10.159,72.54267744833783
nhyha/merge_Qwen2.5-7B-Instruct_20241023_0314,31.4495497347518,2024-11-04,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,77.29559748427674
nisten/franqwenstein-35b,36.57133162829882,2024-10-03,mit,🤝 base merges and moerges,34.714,87.04402515723272
nisten/franqwenstein-35b,34.451116831224226,2024-10-03,mit,🔶 fine-tuned on domain-specific datasets,34.714,87.04402515723272
nisten/tqwendo-36b,37.04172043230399,2024-12-21,mit,🔶 fine-tuned on domain-specific datasets,35.69,85.17520215633422
nlpguy/Mistral-NeMo-Minitron-Upscale-v3,5.202259190321894,2024-10-04,other,🟢 pretrained,12.451,16.504941599281224
noname0202/gemma-2-2b-it-ties,10.06382335103593,2025-01-29,,🤝 base merges and moerges,2.614,24.483378256963164
noname0202/gemma-2-9b-sft-jp-en-zh-v1,16.85196649387241,2025-01-05,,"💬 chat models (RLHF, DPO, IFT, ...)",9.242,44.05211141060199
noname0202/gemma-2-9b-sft-jp-en-zh-v2,19.13081989964549,2025-01-05,,"💬 chat models (RLHF, DPO, IFT, ...)",9.242,40.08984725965858
noname0202/llama-math-1b-r16-0to512tokens-test,13.804072106791525,2025-01-25,,🔶 fine-tuned on domain-specific datasets,1.236,30.476190476190474
noname0202/llama-math-1b-r32-0to512tokens-test,14.371257364913582,2025-01-24,,🔶 fine-tuned on domain-specific datasets,1.236,30.988319856244377
noname0202/llama-math-1b-r32-test,14.418127068599686,2025-01-24,,🔶 fine-tuned on domain-specific datasets,1.236,30.080862533692727
notbdq/Qwen2.5-14B-Instruct-1M-GRPO-Reasoning,41.559026792386994,2025-02-05,,"💬 chat models (RLHF, DPO, IFT, ...)",14.77,73.64779874213836
nvidia/Mistral-NeMo-Minitron-8B-Base,17.697925857529604,2024-08-22,other,🔶 fine-tuned on domain-specific datasets,7.88,52.560646900269546
oopere/Llama-FinSent-S,5.811805794594786,2025-02-08,llama3.2,🔶 fine-tuned on domain-specific datasets,0.914,16.37915543575921
oopere/Llama-FinSent-S,5.86640376735036,2025-02-19,llama3.2,🔶 fine-tuned on domain-specific datasets,0.914,16.37915543575921
oopere/pruned20-llama-1b,4.989519628599489,2024-11-16,llama3.2,🤝 base merges and moerges,1.075,10.521114106019768
oopere/pruned20-llama-3.2-3b,5.656559779770029,2024-12-12,llama3.2,🟢 pretrained,2.79,14.555256064690026
oopere/pruned40-llama-1b,6.608357202270273,2024-11-26,llama3.2,🟢 pretrained,0.914,17.789757412398924
oopere/pruned40-llama-3.2-1B,6.877693765654211,2025-02-19,llama3.2,🟢 pretrained,0.914,20.727762803234505
oopere/pruned60-llama-1b,5.46756672622325,2024-11-25,llama3.2,🟢 pretrained,0.753,15.354896675651391
orai-nlp/Llama-eus-8B,13.943754358263163,2024-09-30,,🟩 continuously pretrained,8.03,36.42407906558851
pankajmathur/orca_mini_phi-4,40.67628242552744,2025-01-22,mit,"💬 chat models (RLHF, DPO, IFT, ...)",14.66,92.96495956873315
princeton-nlp/Llama-3-8B-ProLong-64k-Base,21.65219829915355,2024-10-16,llama3,🟩 continuously pretrained,8.03,37.690925426774484
princeton-nlp/Llama-3-8B-ProLong-64k-Instruct,23.020991799409,2024-10-16,llama3,🔶 fine-tuned on domain-specific datasets,8.03,46.62174303683738
princeton-nlp/Llama-3-Base-8B-SFT-DPO,18.376219112296344,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,44.339622641509436
princeton-nlp/Llama-3-Base-8B-SFT-IPO,18.722473272112868,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,42.65947888589399
princeton-nlp/Llama-3-Base-8B-SFT-KTO,18.6446163938307,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,42.88409703504043
princeton-nlp/Llama-3-Base-8B-SFT-ORPO,19.268325889820545,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,45.39982030548069
princeton-nlp/Llama-3-Base-8B-SFT-RDPO,19.142302231808696,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,47.12488769092542
princeton-nlp/Llama-3-Base-8B-SFT-RRHF,16.28272427355282,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,39.353099730458226
princeton-nlp/Llama-3-Base-8B-SFT-SLiC-HF,19.7431134910636,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,46.99910152740341
princeton-nlp/Llama-3-Instruct-8B-CPO-v0.2,24.883954972962343,2024-09-28,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,50.89847259658581
princeton-nlp/Llama-3-Instruct-8B-DPO,23.49823972598104,2024-09-28,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,47.63701707097934
princeton-nlp/Llama-3-Instruct-8B-RDPO,23.603754396673683,2024-09-28,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,48.427672955974835
princeton-nlp/Llama-3-Instruct-8B-RRHF-v0.2,23.75375059997253,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,48.149146451033246
princeton-nlp/Llama-3-Instruct-8B-SimPO,23.664165370275043,2024-09-28,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,49.73944294699012
princeton-nlp/Mistral-7B-Base-SFT-CPO,17.3989699937128,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,42.255166217430364
princeton-nlp/Mistral-7B-Base-SFT-DPO,16.311853642274055,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,38.22102425876011
princeton-nlp/Mistral-7B-Base-SFT-RDPO,16.4909336267166,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,34.474393530997304
princeton-nlp/Mistral-7B-Base-SFT-SLiC-HF,19.005885681302413,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,47.52021563342318
princeton-nlp/Mistral-7B-Base-SFT-SimPO,17.032014558172765,2024-09-21,,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,37.94249775381851
princeton-nlp/Mistral-7B-Instruct-DPO,16.56219551319486,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,35.96585804132974
princeton-nlp/Mistral-7B-Instruct-IPO,17.71968449150264,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,42.85714285714286
princeton-nlp/Mistral-7B-Instruct-KTO,16.702591779643708,2024-10-07,,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,37.67295597484277
princeton-nlp/Mistral-7B-Instruct-SLiC-HF,16.389143637193502,2024-10-16,,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,36.27133872416891
princeton-nlp/Sheared-LLaMA-1.3B,5.580925572139816,2024-07-29,apache-2.0,🟢 pretrained,1.3,14.141958670260557
princeton-nlp/gemma-2-9b-it-DPO,20.818727391139728,2024-09-19,,"💬 chat models (RLHF, DPO, IFT, ...)",9.242,50.062893081761004
princeton-nlp/gemma-2-9b-it-SimPO,22.3449346084354,2024-08-10,mit,"💬 chat models (RLHF, DPO, IFT, ...)",9.242,56.66666666666668
prithivMLmods/Galactic-Qwen-14B-Exp2,43.56371836153858,2025-03-13,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.766,94.54627133872418
prithivMLmods/Llama-3.1-8B-Open-SFT,21.04370403547396,2025-01-12,creativeml-openrail-m,🔶 fine-tuned on domain-specific datasets,8.03,54.22282120395327
prithivMLmods/Llama-3.2-6B-AlgoCode,9.301000017101474,2025-01-12,llama3.2,🔶 fine-tuned on domain-specific datasets,6.339,29.730458221024257
prithivMLmods/Llama-Express.1-Math,12.170622691501343,2025-01-25,llama3.2,🔶 fine-tuned on domain-specific datasets,1.236,27.10691823899371
prithivMLmods/Magellanic-Qwen-25B-R999,4.9765268528155335,2025-03-04,,🔶 fine-tuned on domain-specific datasets,24.962,12.839173405211143
prithivMLmods/Phi-4-Empathetic,28.208396720096133,2025-01-12,mit,🔶 fine-tuned on domain-specific datasets,14.66,78.05929919137466
prithivMLmods/Phi-4-Math-IO,31.821782745368303,2025-01-12,mit,🔶 fine-tuned on domain-specific datasets,14.66,73.71967654986524
prithivMLmods/Phi-4-o1,30.20428963456544,2025-01-09,mit,🔶 fine-tuned on domain-specific datasets,14.66,79.61365678346812
prithivMLmods/Phi4-Super,30.387370956217424,2025-01-23,,🔶 fine-tuned on domain-specific datasets,14.66,80.00898472596586
prithivMLmods/Primal-Opus-14B-Optimus-v1,36.0644115881976,2025-02-03,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.766,87.20575022461814
prithivMLmods/Primal-Opus-14B-Optimus-v2,40.91271332337514,2025-02-27,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.766,92.99191374663073
prithivMLmods/Qwen2.5-14B-DeepSeek-R1-1M,34.33386526785314,2025-02-01,,🤝 base merges and moerges,14.77,84.5013477088949
qingy2019/LLaMa_3.2_3B_Catalysts,19.930930685006384,2024-10-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,3.0,46.39712488769093
qingy2019/OpenMath2-Llama3.1-8B,12.751664730325508,2024-11-23,,🔶 fine-tuned on domain-specific datasets,8.0,21.96765498652291
qingy2019/Qwen2.5-Ultimate-14B-Instruct,29.44018136092509,2024-12-02,,🤝 base merges and moerges,14.766,75.14824797843666
qingy2024/QwEnlarge-16B-Instruct,37.70013676666704,2025-03-06,,🔶 fine-tuned on domain-specific datasets,15.871,82.99191374663071
qingy2024/Qwen2.5-4B,14.27535656814343,2025-01-16,,🟢 pretrained,4.168,41.1141060197664
qingy2024/Qwen2.5-Coder-Draft-1.5B-Instruct,14.636502505800076,2025-01-31,,🔶 fine-tuned on domain-specific datasets,1.544,24.824797843665767
